Unnamed: 0,id,scrape_id,last_scraped,host_url,host_location,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,longitude,property_type,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_name,host_listings_count,has_availability,number_of_reviews,price
39,823111,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/4321402,"Victoria, Canada",93%,t,1,"['email', 'phone']",-123.48269,Entire guest suite,,1 bath,1.0,,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Backyard"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Courtyard view"", ""Self check-in"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Heating"", ""Private entrance"", ""TV with standard cable"", ""Hot water kettle"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Coffee"", ""Smart lock"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Cooking basics"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Beach access \u2013 Beachfront"", ""Stove""]",4,1125,4,4,1125,1125,4.0,1125.0,,3,3,3,29/12/24,14,0,10/08/13,01/11/24,4.96,4.96,4.97,4.98,4.98,4.92,4.98,,1,1,0,0,1.64,Gerri,1,t,228,
40,910427,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/4883986,"British Columbia, Canada",100%,t,1,"['email', 'phone', 'work_email']",-123.33073,Entire cabin,1.0,1 bath,2.0,2.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Smoke alarm"", ""Toaster oven, no full size oven oven"", ""Room-darkening shades"", ""Ethernet connection"", ""Refrigerator"", ""Outdoor dining area"", ""Free street parking"", ""Host greets you"", ""Babysitter recommendations"", ""Shampoo"", ""Dining table"", ""Essentials"", ""Toaster"", ""Heating"", ""Private entrance"", ""Children\u2019s books and toys"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Ceiling fan"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""BBQ grill"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Barbecue utensils"", ""32 inch TV"", ""Portable fans"", ""Cooking basics"", ""Drying rack for clothing"", ""Private backyard"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Indoor fireplace: wood-burning"", ""Coffee maker"", ""Wine glasses"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Board games"", ""Freezer""]",1,21,1,1,1125,1125,1.0,1125.0,,0,0,0,29/12/24,82,3,30/05/17,26/12/24,4.87,4.9,4.95,4.96,4.96,4.89,4.82,,1,1,0,0,5.62,Robbie,1,t,519,$130.00 
41,936367,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/3967984,"Victoria, Canada",100%,t,1,"['email', 'phone']",-123.34961,Entire guest suite,1.0,1 bath,0.0,1.0,"[""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Room-darkening shades"", ""Refrigerator"", ""Free street parking"", ""Free dryer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Shared patio or balcony"", ""Self check-in"", ""Essentials"", ""Toaster"", ""Cleaning available during stay"", ""Heating"", ""Private entrance"", ""Hot plate provided electric stove"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Baby bath"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Body soap"", ""First aid kit"", ""Free washer \u2013 In building"", ""Safe"", ""Portable fans"", ""Cooking basics"", ""Keypad"", ""Drying rack for clothing"", ""TV with Netflix, Roku"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Freezer""]",30,60,30,30,60,60,30.0,60.0,,22,22,74,29/12/24,7,0,03/03/13,10/10/24,4.9,4.94,4.94,4.95,4.98,4.92,4.9,,1,1,0,0,2.58,Nicole & Gilles,1,t,372,$89.00 
43,955575,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/5111791,"British Columbia, Canada",100%,t,3,"['email', 'phone']",-123.36252,Entire cabin,1.0,1 bath,1.0,2.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Stove"", ""Backyard"", ""Outdoor dining area"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Lockbox"", ""Wifi \u2013 19 Mbps"", ""Self check-in"", ""Essentials"", ""Oven"", ""Toaster"", ""Private entrance"", ""Dryer"", ""Private patio or balcony"", ""Hammock"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Central heating"", ""Baking sheet"", ""BBQ grill"", ""Clothing storage: closet and dresser"", ""Body soap"", ""First aid kit"", ""Cooking basics"", ""Washer"", ""Rice maker"", ""Single level home"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Indoor fireplace: wood-burning"", ""Coffee maker"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Board games"", ""Freezer""]",2,31,2,2,1125,1125,2.0,1125.0,,34,64,325,29/12/24,17,0,29/05/14,30/09/24,4.93,4.93,4.84,4.96,4.97,4.93,4.85,,1,1,0,0,2.44,Helen,1,t,314,$229.00 
51,1080594,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/4134834,"Victoria, Canada",92%,t,3,"['email', 'phone', 'work_email']",-123.36792,Private room in guest suite,1.0,1 bath,1.0,2.0,"[""Free parking on premises"", ""Hair dryer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Refrigerator"", ""EV charger"", ""Luggage dropoff allowed"", ""Shampoo"", ""Bathtub"", ""Essentials"", ""Hot water kettle"", ""Hot water"", ""Ceiling fan"", ""Wifi"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Central heating"", ""Central air conditioning"", ""Bed linens"", ""Mini fridge""]",3,14,2,4,14,14,2.9,14.0,,56,86,266,29/12/24,39,0,22/04/13,11/11/24,4.85,4.87,4.85,4.93,4.93,4.95,4.81,,2,0,2,0,2.31,Dan & Naoko,2,t,329,$129.00 
52,1114544,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/6116904,"British Columbia, Canada",96%,t,2,"['email', 'phone']",-123.53199,Private room in bed and breakfast,1.0,1 private bath,1.0,0.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Outdoor dining area"", ""Lock on bedroom door"", ""Indoor fireplace: gas"", ""Host greets you"", ""Garden view"", ""Essentials"", ""Heating"", ""Private entrance"", ""Private living room"", ""Hot water"", ""Hangers"", ""Wifi"", ""Private hot tub"", ""Pets allowed"", ""Breakfast"", ""Extra pillows and blankets"", ""Bed linens"", ""Private backyard \u2013 Fully fenced"", ""Board games""]",2,14,2,2,14,14,2.0,14.0,,0,0,112,29/12/24,4,0,23/08/13,08/09/24,4.94,4.97,4.87,4.97,5.0,4.9,4.93,,2,0,2,0,0.22,Sue,2,t,31,$190.00 
53,1114575,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/6116904,"British Columbia, Canada",96%,t,2,"['email', 'phone']",-123.53253,Private room in bed and breakfast,1.0,1 private bath,1.0,1.0,"[""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Outdoor dining area"", ""Indoor fireplace: gas"", ""Luggage dropoff allowed"", ""Courtyard view"", ""Shampoo"", ""Dining table"", ""Garden view"", ""Kitchenette"", ""Essentials"", ""Toaster"", ""Clothing storage: closet"", ""Private entrance"", ""Private backyard \u2013 Fully fenced"", ""Private patio or balcony"", ""Hot water kettle"", ""Private living room"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Central heating"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Pets allowed"", ""Coffee"", ""Laundromat nearby"", ""Private hot tub - available all year, open specific hours"", ""Body soap"", ""First aid kit"", ""Dedicated workspace"", ""Igloo refrigerator"", ""Free driveway parking on premises \u2013 1 space"", ""Breakfast"", ""Portable fans"", ""Single level home"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Freezer""]",2,14,2,2,14,14,2.0,14.0,,58,88,342,29/12/24,16,0,03/07/17,27/10/24,4.96,4.95,4.96,4.96,4.96,4.9,4.84,,2,0,2,0,0.91,Sue,2,t,83,$190.00 
59,1216960,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/6640415,"British Columbia, Canada",95%,t,1,"['email', 'phone']",-123.41367,Entire cabin,1.0,1 bath,1.0,1.0,"[""Free parking on premises"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Backyard"", ""Free street parking"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Lockbox"", ""Self check-in"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Shared beach access \u2013 Beachfront"", ""Coffee"", ""Body soap"", ""First aid kit"", ""Breakfast"", ""Portable fans"", ""Cooking basics"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Beach essentials"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Stove""]",5,60,3,7,60,60,4.2,60.0,,48,78,349,29/12/24,37,0,21/07/13,11/11/24,4.95,4.93,4.97,4.98,4.97,4.89,4.94,,1,1,0,0,3.78,Karen,1,t,526,$151.00 
61,1244138,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/6781810,"Victoria, Canada",60%,t,2,"['email', 'phone']",-123.36442,Private room in condo,1.0,1 shared bath,1.0,1.0,"[""Private backyard \u2013 Not fully fenced"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Ethernet connection"", ""Lock on bedroom door"", ""Refrigerator"", ""Free street parking"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shampoo"", ""TV"", ""Dining table"", ""Lockbox"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Heating"", ""Dryer"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Elevator"", ""Cooking basics"", ""Washer"", ""Single level home"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Stove""]",5,365,5,5,365,365,5.0,365.0,,60,90,179,29/12/24,5,1,10/08/16,05/12/24,4.84,4.89,4.86,4.86,4.93,4.72,4.8,,2,0,2,0,1.39,Jocelyn,2,t,142,$75.00 
62,1244164,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/6781810,"Victoria, Canada",60%,t,2,"['email', 'phone']",-123.36452,Private room in condo,1.0,1 shared bath,1.0,1.0,"[""Fireplace guards"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Room-darkening shades"", ""Ethernet connection"", ""Refrigerator"", ""Outdoor dining area"", ""Free street parking"", ""Luggage dropoff allowed"", ""Dining table"", ""Electric stove"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Blender"", ""Heating"", ""Private patio or balcony"", ""Private living room"", ""Books and reading material"", ""Hot water"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home"", ""Keypad"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Freezer""]",30,750,30,30,750,750,30.0,750.0,,53,83,263,29/12/24,0,0,,,,,,,,,,,2,0,2,0,,Jocelyn,2,t,0,$90.00 
