Unnamed: 0,id,scrape_id,last_scraped,host_url,host_location,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,longitude,property_type,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_name,host_listings_count,has_availability,number_of_reviews,price
1789,52243139,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/41964111,"North Saanich, Canada",70%,t,1,['phone'],-123.48094,Entire guest suite,1.0,1 bath,1.0,2.0,"[""Sea view"", ""Private backyard \u2013 Not fully fenced"", ""Mountain view"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Radiant heating"", ""Refrigerator"", ""Free street parking"", ""Shared beach access"", ""Luggage dropoff allowed"", ""Lockbox"", ""Garden view"", ""High chair"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Toaster"", ""Coffee maker: french press"", ""Kirkland conditioner"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Coffee"", ""Laundromat nearby"", ""Clothing storage: closet and dresser"", ""Body soap"", ""First aid kit"", ""Dedicated workspace"", ""Free driveway parking on premises \u2013 1 space"", ""Ocean view"", ""Portable fans"", ""Cooking basics"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Central air conditioning"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 175 Mbps"", ""Kirkland shampoo"", ""Freezer""]",2,1125,4,4,1125,1125,4.0,1125.0,,27,57,169,29/12/24,28,0,18/09/21,18/11/24,4.88,4.88,4.97,5.0,4.99,4.94,4.87,,1,1,0,0,2.6,Alyssa,1,t,104,$90.00 
1790,52246415,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/92201120,"Victoria, Canada",77%,t,2,['phone'],-123.31044,Entire cabin,1.0,1 bath,2.0,3.0,"[""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Resort access"", ""Shared pool"", ""Patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""TV"", ""Dining table"", ""Bathtub"", ""Essentials"", ""Toaster"", ""Heating"", ""Stainless steel oven"", ""Hot water"", ""Ceiling fan"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""BBQ grill"", ""Pets allowed"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Washer"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses""]",5,14,5,5,14,14,5.0,14.0,,14,21,42,29/12/24,12,0,24/07/23,14/10/24,5.0,5.0,4.82,5.0,4.94,4.94,4.94,,2,2,0,0,0.97,Wayne,2,t,17,$250.00 
1791,52338535,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/21376528,,98%,t,43,"['email', 'phone']",-123.3635,Entire condo,2.0,2 baths,2.0,3.0,"[""Outdoor furniture"", ""Long term stays allowed"", ""Crib - always at the listing"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""45 inch HDTV with Netflix"", ""Ethernet connection"", ""Radiant heating"", ""Refrigerator"", ""Free parking garage on premises \u2013 1 space"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 87 Mbps"", ""Dining table"", ""Electric stove"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Toaster"", ""Clothing storage: closet"", ""Blender"", ""Cleaning available during stay"", ""Private patio or balcony"", ""Stainless steel oven"", ""Hot water kettle"", ""City skyline view"", ""Hot water"", ""Shower gel"", ""Bluetooth sound system"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Baking sheet"", ""Paid street parking off premises"", ""Coffee"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Pack \u2019n play/Travel crib - always at the listing"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Elevator"", ""Dedicated workspace"", ""Carina Organics body soap"", ""Safe"", ""Portable fans"", ""Cooking basics"", ""Single level home"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Carina Organics shampoo"", ""Wine glasses"", ""Carina Organics conditioner"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Freezer""]",90,365,90,90,365,365,90.0,365.0,,60,90,123,29/12/24,15,0,27/09/21,21/04/24,4.9,4.9,4.85,4.86,4.94,4.95,4.76,41279,17,17,0,0,4.66,Lesley,33,t,185,$130.00 
1792,52351841,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/137171222,"Ottawa, Canada",100%,t,2,"['email', 'phone', 'work_email']",-123.36483,Entire condo,2.5,2.5 baths,2.0,3.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Smoke alarm"", ""Coffee maker: drip coffee maker, espresso machine"", ""Shared pool"", ""Room-darkening shades"", ""Ethernet connection"", ""Refrigerator"", ""Sound system"", ""Luggage dropoff allowed"", ""Shampoo"", ""TV"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Heating"", ""Dryer"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""City skyline view"", ""BBQ grill: electric"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Indoor fireplace"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Coffee"", ""Dishwasher"", ""Body soap"", ""Gym"", ""First aid kit"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Barbecue utensils"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat"", ""Elevator"", ""Dedicated workspace"", ""Ocean view"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Beach essentials"", ""Carbon monoxide alarm"", ""Stove"", ""Beach view"", ""Shared hot tub"", ""Freezer""]",2,180,2,90,1125,1125,85.4,1125.0,,9,9,9,29/12/24,6,0,12/12/21,14/04/24,4.98,4.98,4.92,4.83,4.94,5.0,4.92,41788,2,2,0,0,1.7,Barbara,2,t,63,$336.00 
1793,52367705,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/359502811,"Victoria, Canada",100%,t,1,['phone'],-123.48019,Entire home,1.0,1 bath,1.0,1.0,"[""BBQ grill: gas"", ""Sea view"", ""Mountain view"", ""Outdoor furniture"", ""Dishes and silverware"", ""Long term stays allowed"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Valley view"", ""Radiant heating"", ""Refrigerator"", ""40 inch TV with Amazon Prime Video, Netflix, standard cable"", ""Shared beach access"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Harbor view"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Blender"", ""Stainless steel electric stove"", ""Private entrance"", ""Housekeeping - available at extra cost"", ""Private patio or balcony"", ""Hot water kettle"", ""City skyline view"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Pets allowed"", ""Coffee"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Indoor fireplace: electric"", ""Sun loungers"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Free driveway parking on premises \u2013 1 space"", ""Ocean view"", ""Portable fans"", ""Cooking basics"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Beach essentials"", ""Carbon monoxide alarm"", ""Board games"", ""Beach view"", ""Freezer""]",2,28,2,2,1125,1125,2.0,1125.0,,9,9,219,29/12/24,55,2,26/09/21,10/12/24,4.99,4.98,5.0,4.98,4.98,4.95,4.96,,1,1,0,0,4.28,Tammie-Lynn,1,t,170,$115.00 
1794,52386158,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/65276498,"Victoria, Canada",98%,t,2,"['email', 'phone']",-123.36882,Entire condo,1.0,1 bath,1.0,1.0,"[""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Samsung refrigerator"", ""Clothing storage: closet, wardrobe, and dresser"", ""Room-darkening shades"", ""Outdoor dining area"", ""Luggage dropoff allowed"", ""Shampoo"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""GE stainless steel electric stove"", ""Toaster"", ""Private patio or balcony"", ""55 inch HDTV with standard cable, Chromecast"", ""Stainless steel oven"", ""Hot water kettle"", ""City skyline view"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Paid parking lot off premises"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Central heating"", ""Baking sheet"", ""Pets allowed"", ""Coffee"", ""Dishwasher"", ""Body soap"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Elevator"", ""Dedicated workspace"", ""Free parking garage on premises"", ""Portable fans"", ""Cooking basics"", ""Coffee maker: french press, Keurig coffee machine, Nespresso"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 480 Mbps"", ""Freezer""]",90,1125,90,90,1125,1125,90.0,1125.0,,0,1,271,29/12/24,8,0,24/10/21,04/05/24,4.92,4.98,4.93,4.89,4.96,4.99,4.89,41741,1,1,0,0,4.41,York And Donna,1,t,171,$92.00 
1797,52436520,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/267687547,"British Columbia, Canada",98%,t,3,"['email', 'phone']",-123.57225,Entire guest suite,1.0,1 bath,1.0,1.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Dining table"", ""Garden view"", ""Fast wifi \u2013 479 Mbps"", ""Self check-in"", ""Essentials"", ""Toaster"", ""Private entrance"", ""The Unscented Company shampoo"", ""Private patio or balcony"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""The Unscented Company conditioner"", ""Hangers"", ""Fire extinguisher"", ""BBQ grill"", ""Central heating"", ""Coffee"", ""Clothing storage: closet and dresser"", ""40 inch TV with standard cable"", ""Barbecue utensils"", ""Ocean view"", ""Keypad"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""The Unscented Company body soap"", ""Board games""]",2,7,2,2,7,7,2.0,7.0,,42,72,347,29/12/24,47,2,24/10/21,14/12/24,4.81,4.8,4.76,4.93,4.95,4.83,4.78,,3,3,0,0,4.0,Jimena,3,t,155,$70.00 
1798,52441878,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/267687547,"British Columbia, Canada",98%,t,3,"['email', 'phone']",-123.5709629,Entire guest suite,1.0,1 bath,1.0,1.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Portable heater"", ""Shared backyard"", ""Dining table"", ""Garden view"", ""Self check-in"", ""Essentials"", ""Toaster"", ""Coffee maker: french press"", ""Private entrance"", ""The Unscented Company shampoo"", ""Private patio or balcony"", ""TV with standard cable"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""The Unscented Company conditioner"", ""Hangers"", ""BBQ grill"", ""Central heating"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Dedicated workspace"", ""Ocean view"", ""Portable fans"", ""Keypad"", ""Extra pillows and blankets"", ""Bed linens"", ""Wine glasses"", ""Arcade games"", ""The Unscented Company body soap"", ""Board games"", ""Fast wifi \u2013 455 Mbps""]",2,7,2,2,7,7,2.0,7.0,,48,78,353,29/12/24,43,2,07/11/21,13/12/24,4.57,4.6,4.66,4.88,4.79,4.67,4.61,,3,3,0,0,3.55,Jimena,3,t,136,$53.00 
1799,52441886,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/267687547,"British Columbia, Canada",98%,t,3,"['email', 'phone']",-123.573688,Entire guest suite,1.0,1 bath,1.0,1.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Shared backyard"", ""Dining table"", ""Garden view"", ""Self check-in"", ""Essentials"", ""Toaster"", ""Heating"", ""The Unscented Company shampoo"", ""Private entrance"", ""Private patio or balcony"", ""TV with standard cable"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""The Unscented Company conditioner"", ""Hangers"", ""Fire extinguisher"", ""BBQ grill"", ""Coffee"", ""Fast wifi \u2013 411 Mbps"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Dedicated workspace"", ""Ocean view"", ""Portable fans"", ""Keypad"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""The Unscented Company body soap"", ""Board games"", ""Freezer""]",2,7,2,2,7,7,2.0,7.0,,41,71,346,29/12/24,53,4,23/10/21,26/12/24,4.8,4.81,4.81,4.86,4.92,4.82,4.82,,3,3,0,0,5.05,Jimena,3,t,196,$76.00 
1801,52513667,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/9153672,"Victoria, Canada",97%,t,60,"['email', 'phone']",-123.36395,Entire condo,2.0,2 baths,2.0,2.0,"[""Free residential garage on premises \u2013 1 space"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Patio or balcony"", ""Refrigerator"", ""Shampoo"", ""Self check-in"", ""Essentials"", ""Oven"", ""Toaster"", ""TV with standard cable"", ""Hot water kettle"", ""Hot water"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Central heating"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Elevator"", ""Dedicated workspace"", ""Safe"", ""Cooking basics"", ""Keypad"", ""Iron"", ""Central air conditioning"", ""Bed linens"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]",30,1000,30,90,1125,1125,88.8,1125.0,,0,0,159,29/12/24,1,0,01/02/22,17/01/24,4.75,4.5,3.75,4.75,4.75,5.0,4.0,,33,33,0,0,0.11,Laura Dawn,35,t,4,$189.00 
1802,52528612,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/8187727,"British Columbia, Canada",50%,f,8,"['email', 'phone']",-123.34333,Private room in bed and breakfast,1.0,1 private bath,1.0,1.0,"[""Outdoor furniture"", ""Hair dryer"", ""Conditioner"", ""Smoke alarm"", ""Outdoor dining area"", ""Free street parking"", ""Shared backyard \u2013 Fully fenced"", ""Shared beach access"", ""Shampoo"", ""Shared patio or balcony"", ""Bathtub"", ""Essentials"", ""Heating"", ""Hot water"", ""Shower gel"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Clothing storage: closet and dresser"", ""Body soap"", ""Exterior security cameras on property"", ""First aid kit"", ""Portable fans"", ""Extra pillows and blankets"", ""Bed linens"", ""Carbon monoxide alarm""]",90,90,8,90,90,90,88.3,90.0,,51,81,170,29/12/24,0,0,,,,,,,,,,,3,0,3,0,,Gail,3,t,0,$155.00 
1803,52533125,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/33622754,"Victoria, Canada",94%,f,1,"['email', 'phone', 'work_email']",-123.37914,Entire guest suite,1.0,1 bath,1.0,2.0,"[""Outdoor furniture"", ""Long term stays allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Outdoor dining area"", ""Radiant heating"", ""Refrigerator"", ""Free street parking"", ""Dining table"", ""Garden view"", ""Self check-in"", ""Bathtub"", ""Fast wifi \u2013 62 Mbps"", ""Essentials"", ""Toaster"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""Books and reading material"", ""Hot water"", ""Kitchen"", ""Samsung stainless steel electric stove"", ""Hangers"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Coffee"", ""Clothing storage: closet and dresser"", ""Free dryer \u2013 In unit"", ""Indoor fireplace: electric"", ""55 inch HDTV with Chromecast, standard cable"", ""First aid kit"", ""Samsung stainless steel oven"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Free driveway parking on premises \u2013 1 space"", ""Portable fans"", ""Cooking basics"", ""Keypad"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Private backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Board games"", ""Freezer""]",4,90,4,4,90,90,4.0,90.0,,59,78,328,29/12/24,7,1,15/10/21,02/12/24,4.97,4.97,4.94,5.0,5.0,4.94,4.94,,1,1,0,0,0.82,Rob,1,t,32,$150.00 
1804,52538554,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/315705937,"Victoria, Canada",100%,f,1,['phone'],-123.36513,Entire condo,2.0,2 baths,2.0,2.0,"[""Exercise equipment"", ""Outdoor furniture"", ""Free parking on premises"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Clothing storage: walk-in closet"", ""Smoke alarm"", ""50 inch HDTV with Amazon Prime Video"", ""Room-darkening shades"", ""Outdoor dining area"", ""Refrigerator"", ""Shampoo"", ""AC - split type ductless system"", ""Lockbox"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Fire pit"", ""Private patio or balcony"", ""City skyline view"", ""Hot water"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Central heating"", ""Pets allowed"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Indoor fireplace: electric"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Ocean view"", ""Cooking basics"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Bed linens"", ""Coffee maker"", ""Shared outdoor pool - available all year, open specific hours, heated, pool toys, rooftop"", ""Carbon monoxide alarm"", ""Shared hot tub""]",31,365,6,31,1125,1125,30.7,1125.0,,0,0,94,29/12/24,21,0,17/10/21,12/09/24,4.82,4.86,4.8,4.76,4.84,4.94,4.76,,1,1,0,0,3.46,Dane,1,t,135,$220.00 
1805,52554392,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/114747230,"Victoria, Canada",,f,1,"['email', 'phone']",-123.36994,Entire condo,1.0,1 bath,1.0,1.0,"[""TV"", ""Free parking on premises"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Smoke alarm"", ""BBQ grill"", ""Washer"", ""Outdoor dining area"", ""Carbon monoxide alarm""]",80,365,80,80,365,365,80.0,365.0,,60,90,90,29/12/24,0,0,,,,,,,,,,,1,1,0,0,,Casey,1,t,0,$130.00 
1809,52611660,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/114757846,"Victoria, Canada",100%,t,1,"['email', 'phone', 'work_email']",-123.37107,Entire condo,1.0,1 bath,1.0,2.0,"[""Fireplace guards"", ""Mountain view"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Ethernet connection"", ""Host greets you"", ""Dining table"", ""Bathtub"", ""Books and reading material"", ""Hangers"", ""Microwave"", ""Coffee"", ""Laundromat nearby"", ""Marina view"", ""Portable fans"", ""Iron"", ""Board games"", ""Freezer"", ""Outdoor dining area"", ""Live Clean conditioner"", ""Courtyard view"", ""Toaster"", ""Clothing storage: closet"", ""Blender"", ""Heating"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""City skyline view"", ""Hot water"", ""Shower gel"", ""Bluetooth sound system"", ""Paid parking lot off premises"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""LG Convection stainless steel oven"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Shared outdoor kitchen"", ""Canal view"", ""Extra pillows and blankets"", ""Bed linens"", ""32 inch HDTV with Fire TV, Netflix"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Sea view"", ""Waterfront"", ""Hair dryer"", ""Live Clean shampoo"", ""Indoor fireplace: gas"", ""Harbor view"", ""LG refrigerator"", ""Dishwasher"", ""Free dryer \u2013 In unit"", ""Local handmade from Kindness Soap Co. body soap"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home"", ""Rice maker"", ""Beach view"", ""BBQ grill: gas"", ""LG stainless steel electric stove"", ""Outdoor furniture"", ""Free parking on premises"", ""Dishes and silverware"", ""Long term stays allowed"", ""Coffee maker: french press, Keurig coffee machine"", ""Shared beach access"", ""Portable air conditioning"", ""Essentials"", ""Cleaning available during stay"", ""Bay view"", ""Ceiling fan"", ""Baking sheet"", ""First aid kit"", ""Elevator"", ""Ocean view"", ""Window guards""]",90,180,90,90,1125,1125,90.0,1125.0,,5,5,174,29/12/24,30,0,18/02/22,01/05/24,4.97,4.99,4.94,4.95,5.0,4.99,4.88,,1,1,0,0,6.02,Clay,1,t,210,$110.00 
1810,52657330,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/227662329,"Vancouver, Canada",100%,f,206,"['email', 'phone', 'work_email']",-123.36766,Entire condo,1.0,1 bath,0.0,1.0,"[""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Cleaning products"", ""Shampoo"", ""TV"", ""Self check-in"", ""Essentials"", ""Heating"", ""City skyline view"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Pets allowed"", ""Coffee"", ""Smart lock"", ""First aid kit"", ""Elevator"", ""Dedicated workspace"", ""Cooking basics"", ""Washer"", ""Iron"", ""Bed linens"", ""Carbon monoxide alarm"", ""Coffee maker: Nespresso""]",2,1125,2,30,1125,1125,29.7,1125.0,,57,84,236,29/12/24,51,0,17/10/21,13/10/24,4.87,4.89,4.81,4.75,4.87,4.89,4.78,43648,4,4,0,0,4.49,Jordan,158,t,175,$76.00 
1813,52705745,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/426655913,"Central Saanich, Canada",100%,f,1,"['email', 'phone']",-123.3969116,Entire guest suite,1.0,1 bath,2.0,2.0,"[""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Room-darkening shades"", ""Refrigerator"", ""Sound system"", ""Shampoo"", ""TV"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Dryer"", ""Private entrance"", ""Clothing storage"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Baking sheet"", ""Pets allowed"", ""Coffee"", ""Dishwasher"", ""Body soap"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Bed linens"", ""Coffee maker"", ""Wine glasses"", ""Stove"", ""Freezer""]",2,365,1,2,365,365,2.0,365.0,,31,31,31,29/12/24,1,1,22/12/24,22/12/24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,1.0,Peter,1,t,1,$128.00 
1814,52707192,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/426671965,"Sidney, Canada",100%,t,1,"['email', 'phone']",-123.40787,Entire guest suite,1.0,1 bath,2.0,2.0,"[""Free parking on premises"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Conditioner"", ""Cleaning products"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""TV with Amazon Prime Video, Disney+, Netflix, Roku, standard cable"", ""Radiant heating"", ""Refrigerator"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""AC - split type ductless system"", ""Dining table"", ""Electric stove"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Clothing storage: closet"", ""Private entrance"", ""Private patio or balcony"", ""Hot water kettle"", ""Hot water"", ""Books and reading material"", ""Shower gel"", ""Kitchen"", ""Hangers"", ""Fire extinguisher"", ""Wifi"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Heating - split type ductless system"", ""Body soap"", ""Free dryer \u2013 In unit"", ""First aid kit"", ""Cooking basics"", ""Washer"", ""Single level home"", ""Keypad"", ""Extra pillows and blankets"", ""Iron"", ""Bed linens"", ""Wine glasses"", ""Board games""]",1,365,1,1,365,365,1.0,365.0,,24,51,51,29/12/24,61,4,17/10/21,12/12/24,4.94,4.96,4.97,4.98,4.95,4.93,4.86,,1,1,0,0,3.74,Victoria,1,t,146,$150.00 
1815,52738098,20241200000000.0,29/12/24,https://www.airbnb.com/users/show/140487202,"Victoria, Canada",0%,f,2,"['email', 'phone']",-123.37341,Entire guest suite,1.0,1 bath,2.0,2.0,"[""Free parking on premises"", ""Long term stays allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Smoke alarm"", ""Refrigerator"", ""Luggage dropoff allowed"", ""TV"", ""Dining table"", ""Self check-in"", ""Bathtub"", ""Essentials"", ""Oven"", ""Toaster"", ""Heating"", ""Private entrance"", ""Hot water kettle"", ""Hot water"", ""Ceiling fan"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Microwave"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Washer"", ""Keypad"", ""Extra pillows and blankets"", ""Bed linens"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Stove"", ""Freezer""]",3,365,3,3,365,365,3.0,365.0,,0,0,180,29/12/24,1,0,14/11/21,11/03/24,5.0,5.0,5.0,4.94,5.0,4.89,4.83,,1,1,0,0,0.47,Sherry,1,t,18,$200.00 
